date,platform,campaign_id,adset_id,ad_id,campaign_name,adset_name,ad_name,spend,impressions,clicks,conversions,country,objective,campaign_clean,audience,creative_type,year,month
2023-11-12,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,253.91,68813,1041,12,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-13,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,175.62,36502,543,10,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-14,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,158.31,48862,640,11,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-15,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,226.23,52041,1519,15,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-16,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,195.11,60129,936,14,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-17,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,282.27,46662,565,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-18,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,95.15,13731,313,3,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-19,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,236.21,62532,1100,7,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-20,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,102.89,25597,451,5,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-21,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,189.18,54865,1079,17,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-22,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,229.53,58111,1634,30,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-23,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,103.49,19362,299,3,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-24,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,129.37,22873,460,3,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-25,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,137.82,22673,341,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-26,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,298.0,86891,1134,21,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-27,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,123.04,17610,355,6,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-28,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,148.7,29900,556,10,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-29,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,98.18,19534,574,10,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-30,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,147.81,24117,298,5,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-12-01,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,338.77,88642,2368,33,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-02,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,395.5,57386,719,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-03,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,443.64,145875,3750,30,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-04,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,335.91,101859,2204,11,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-05,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,94.51,29013,572,3,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-06,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,229.4,55825,682,7,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-07,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,187.67,54397,1000,18,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-08,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,381.4,55720,1650,18,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-09,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,327.59,56269,887,11,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-10,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,152.63,25392,320,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-11,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,137.58,21891,494,2,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-12,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,131.04,19182,491,9,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-13,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,273.53,63602,702,6,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-14,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,292.21,77402,1837,17,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-15,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,232.86,68968,1357,8,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-16,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,406.98,60309,1717,10,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-17,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,171.89,28050,515,3,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-18,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,94.92,15137,321,2,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-19,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,193.74,49349,1031,19,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-20,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,196.38,53463,680,13,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-21,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,371.93,70420,1438,9,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-22,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,182.04,39613,939,16,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-23,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,382.25,64665,1711,19,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-24,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,175.63,29097,855,14,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-25,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,164.23,34674,723,7,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-26,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,128.94,22445,477,2,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-27,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,178.9,57335,761,15,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-28,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,207.69,30434,391,1,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-29,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,259.58,64858,1733,29,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-30,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,166.97,52980,832,8,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-31,TikTok,TI1030,AS50055,AD900082,AO SALESBOF | D-E,retarget||GER||STORIES,always-sales -_Creative  v2,396.45,73190,2162,41,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-10-01,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,30.28,1753,95,5,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-02,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,86.84,3800,268,8,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-03,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,95.57,2433,172,12,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-04,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,40.6,1036,49,2,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-05,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,48.62,1702,74,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-06,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,79.05,1981,62,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-07,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,114.13,2875,149,11,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-08,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,74.9,2118,95,2,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-09,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,23.18,637,26,1,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-10,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,34.03,996,53,3,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-11,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,86.9,2558,137,7,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-12,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,96.19,3104,219,6,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-13,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,83.46,3093,204,15,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-14,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,55.36,1795,92,7,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-15,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,80.13,3679,277,9,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-16,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,70.9,2191,95,7,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-17,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,64.15,2029,76,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-18,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,40.02,1464,96,6,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-19,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,26.36,679,28,1,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-20,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,75.53,2947,175,12,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-21,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,78.72,2476,92,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-22,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,95.59,5618,383,26,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-23,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,60.24,2572,122,6,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-24,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,21.61,584,23,0,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-25,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,63.56,3898,261,22,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-26,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,21.43,657,49,1,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-27,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,22.35,1252,55,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-28,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,79.21,3042,159,10,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-29,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,50.02,2135,110,9,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-30,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,66.45,3862,291,21,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-10-31,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,22.1,830,63,5,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,10
2023-11-01,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,45.32,1638,50,3,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-02,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,42.98,1610,94,8,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-03,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,92.93,2810,85,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-04,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,42.0,1112,83,2,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-05,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,75.51,2525,143,11,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-06,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,55.26,1480,69,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-07,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,92.05,5152,225,14,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-08,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,99.11,3471,186,14,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-09,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,83.45,4144,264,21,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-10,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,91.3,4128,327,24,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-11,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,71.26,3924,277,12,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-12,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,89.79,3729,206,15,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-13,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,69.19,3448,218,7,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-14,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,84.24,2395,103,6,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-15,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,25.84,916,46,2,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-16,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,44.33,2215,125,5,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-17,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,83.37,2444,83,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-18,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,106.8,2691,126,9,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-19,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,77.39,2394,165,9,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-20,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,50.97,1737,56,3,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-21,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,77.2,2866,168,10,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-22,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,27.01,1508,84,6,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-23,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,80.7,4096,211,18,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-24,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,89.55,3771,239,14,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-25,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,101.92,4611,344,12,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-26,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,28.84,1700,102,6,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-27,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,95.94,2659,85,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-28,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,43.97,1143,69,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-29,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,99.56,4395,256,22,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-11-30,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,56.43,2235,84,4,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,11
2023-12-01,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,29.03,1577,100,6,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-02,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,122.14,3165,229,8,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-03,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,51.42,2211,146,8,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-04,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,34.33,1345,54,3,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-05,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,89.57,4787,380,17,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-06,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,75.83,4101,152,8,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-07,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,93.48,3273,130,9,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-08,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,116.1,5336,171,7,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-09,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,41.75,1914,111,3,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
2023-12-10,Google Search,GO1031,AS50056,AD900083,copy|de  AOsales_conv.,rtg GER feed,v1  CREATIVE-ALWAYS ON SA_new,43.14,1120,42,3,DE,Conversion,Always On Sales,Retargeting,UNKNOWN,2023,12
